County,Year,Quarter,Period,transaction_count,avg_price,Inflation_Rate,real_avg_price,Region
Cork,2021,3,2021 Q3,1620.0,281604.07,2.93,273587.95,Republic of Ireland
Cork,2021,4,2021 Q4,2040.0,287934.15,5.27,273519.66,Republic of Ireland
Cork,2022,1,2022 Q1,1471.0,300068.27,5.77,283698.85,Republic of Ireland
Cork,2022,2,2022 Q2,1543.0,296671.27,7.97,274771.94,Republic of Ireland
Cork,2022,3,2022 Q3,1653.0,359986.12,8.7,331173.99,Republic of Ireland
Cork,2022,4,2022 Q4,1982.0,361179.69,8.8,331966.63,Republic of Ireland
Cork,2023,1,2023 Q1,1472.0,319804.15,7.97,296197.23,Republic of Ireland
Cork,2023,2,2023 Q2,1740.0,320702.27,6.63,300761.76,Republic of Ireland
Cork,2023,3,2023 Q3,1846.0,321374.91,6.23,302527.45,Republic of Ireland
Cork,2023,4,2023 Q4,2102.0,355535.87,4.5,340225.72,Republic of Ireland
Cork,2024,1,2024 Q1,1440.0,353234.35,3.47,341388.18,Republic of Ireland
Cork,2024,2,2024 Q2,1693.0,337174.45,2.47,329046.99,Republic of Ireland
Cork,2024,3,2024 Q3,1827.0,353023.02,1.53,347703.17,Republic of Ireland
